CODE_BAR,PRIX,TYPE_PROMO,NUM_PRODUIT,REDUCTION
3165950216080,2.01,combinaison,3,100.0
3165957222015,1.78,combinaison,3,100.0
3165957953018,1.84,combinaison,3,100.0
3165957822017,1.45,combinaison,3,100.0
3165950049015,1.45,combinaison,3,100.0
3165950219821,2.05,combinaison,3,100.0
3067163657684,13.83,reduction,1,34.0
3067163658643,13.83,reduction,1,34.0
3067163658667,13.83,reduction,1,34.0
3336971608080,4.18,reduction,2,68.0
3560071249540,2.29,reduction,2,30.0
3330720633859,2.05,combinaison,3,100.0
8410179009391,5.9,combinaison,3,100.0
3229820801896,3.15,combinaison,3,100.0
8997212611181,1.55,reduction,2,60.0
8997212610689,2.49,reduction,2,60.0
8886303210535,2.92,reduction,2,60.0
8886303210238,1.23,reduction,2,60.0
3254474014378,1.99,reduction,2,60.0
3254474014361,1.99,reduction,2,60.0
3250541920139,2.38,economie,1,34.0
8718114734484,2.38,economie,1,34.0
3270720019362,3.55,reduction,2,68.0
3165950036015,1.73,combinaison,3,100.0
3449865240898,2.05,combinaison,3,100.0
3560070692842,1.1,reduction,2,30.0
3560071018900,1.1,reduction,2,30.0
3560070932641,1.1,reduction,2,30.0
3229820781334,2.62,combinaison,3,100.0
3165950217759,2.65,combinaison,3,100.0
3270720008137,4.19,reduction,2,68.0
3229820802527,1.45,combinaison,3,100.0
3229820802534,1.45,combinaison,3,100.0
3229820801612,1.65,combinaison,3,100.0
3229820801148,3.15,combinaison,3,100.0
3229820801193,3.15,combinaison,3,100.0
3229820801155,3.15,combinaison,3,100.0
3229820794709,1.65,combinaison,3,100.0
3229820794716,1.54,combinaison,3,100.0
3229820794723,3.14,combinaison,3,100.0
3229820762043,1.47,combinaison,3,100.0
3229820765372,1.55,combinaison,3,100.0
3229820801605,1.58,combinaison,3,100.0
5997523311216,2.82,combinaison,3,100.0
5997523313135,2.82,combinaison,3,100.0
5997523311230,2.76,combinaison,3,100.0
5997523324315,1.49,combinaison,3,100.0
5997523313197,2.82,combinaison,3,100.0
5997523324353,1.49,combinaison,3,100.0
3229820181370,2.93,combinaison,3,100.0
3229820181363,2.93,combinaison,3,100.0
3229820787626,2.61,combinaison,3,100.0
3229820762036,1.55,combinaison,3,100.0
3229820786711,1.55,combinaison,3,100.0
3229820765365,3.21,combinaison,3,100.0
3229820765389,1.47,combinaison,3,100.0
5011308700375,3.11,reduction,2,68.0
5011308700955,3.11,reduction,2,68.0
5011308700917,3.11,reduction,2,68.0
3560071086008,1.29,reduction,2,30.0
3560070825493,1.29,reduction,2,30.0
3560070825509,1.29,reduction,2,30.0
3560071225841,1.55,reduction,2,40.0
3560071225902,1.55,reduction,2,40.0
3560071225872,1.49,reduction,2,40.0
3560071225803,1.55,reduction,2,40.0
8008343235778,3.78,combinaison,3,100.0
3560071008574,4.47,reduction,2,30.0
3336971608066,5.25,reduction,2,68.0
14113913928,4.75,reduction,2,68.0
14113913942,4.75,reduction,2,68.0
3245369771957,2.7,combinaison,3,100.0
3245362031959,2.7,combinaison,3,100.0
3245362341959,2.7,combinaison,3,100.0
3245366921959,2.7,combinaison,3,100.0
3245360001114,2.7,combinaison,3,100.0
3560070047376,1.35,reduction,2,30.0
3229820802510,3.29,combinaison,3,100.0
3609200010986,1.29,Remise,1,34.0
3609200011013,1.29,Remise,1,34.0
3609200011006,1.29,Remise,1,34.0
3165950217810,2.61,combinaison,3,100.0
3165950218510,2.61,combinaison,3,100.0
3165950217803,2.61,combinaison,3,100.0
3065890151338,5.3,catalogue,1,0.0
3065890151352,5.3,catalogue,1,0.0
3229820765297,3.14,combinaison,3,100.0
3229820802435,3.4,combinaison,3,100.0
3038359007545,3.55,catalogue,1,0.0
3038359009426,3.55,catalogue,1,0.0
3165950222296,2.45,combinaison,3,100.0
3165950217070,2.51,combinaison,3,100.0
3165950217100,2.51,combinaison,3,100.0
3165950222272,2.45,combinaison,3,100.0
3165950217094,2.59,combinaison,3,100.0
3165950222289,2.36,combinaison,3,100.0
3263670124538,5.5,catalogue,1,0.0
3263670126136,5.5,catalogue,1,0.0
3263670126839,5.5,catalogue,1,0.0
3263670135435,5.5,catalogue,1,0.0
3263670126730,5.5,catalogue,1,0.0
3263670125436,5.5,catalogue,1,0.0
3263670115833,5.5,catalogue,1,0.0
3263670125931,5.5,catalogue,1,0.0
3019081238827,4.99,combinaison,3,100.0
3019081238766,4.99,combinaison,3,100.0
3019081238803,4.99,combinaison,3,100.0
3019081238797,4.99,combinaison,3,100.0
3165950219838,2.05,combinaison,3,100.0
40198668,1.63,combinaison,3,100.0
40198651,1.63,combinaison,3,100.0
8710637107127,2.29,combinaison,3,100.0
3700663001136,3.96,reduction,2,68.0
3700663001471,3.99,reduction,2,68.0
3038359005749,2.12,reduction,2,68.0
3038359005756,2.12,reduction,2,68.0
3038359005732,2.12,reduction,2,68.0
5011308303156,3.11,reduction,2,68.0
5011308303170,3.11,reduction,2,68.0
5011308303194,3.11,reduction,2,68.0
5011308303187,3.11,reduction,2,68.0
3229820801179,3.15,combinaison,3,100.0
3229820801186,3.15,combinaison,3,100.0
3229820801162,3.15,combinaison,3,100.0
3229820790824,3.32,combinaison,3,100.0
3229820765310,3.31,combinaison,3,100.0
3229820762050,2.97,combinaison,3,100.0
3229820798103,3.79,combinaison,3,100.0
3229820792262,2.98,combinaison,3,100.0
3229820794686,4.74,combinaison,3,100.0
3229820797991,3.14,combinaison,3,100.0
3449850418158,2.74,combinaison,3,100.0
3449853083001,1.99,combinaison,3,100.0
5997523324278,1.49,combinaison,3,100.0
5997523313272,2.82,combinaison,3,100.0
5997523324292,1.49,combinaison,3,100.0
5997523313111,2.61,combinaison,3,100.0
5997523313159,2.69,combinaison,3,100.0
5997523324377,1.49,combinaison,3,100.0
3036811460259,2.4,combinaison,3,100.0
3036811460266,2.49,combinaison,3,100.0
3036811460426,2.75,combinaison,3,100.0
3036811460280,2.49,combinaison,3,100.0
3036811460273,2.4,combinaison,3,100.0
3036811365738,4.75,economie,1,34.0
3036811368074,3.79,economie,1,34.0
3036811368111,3.79,economie,1,34.0
3036811365691,4.75,economie,1,34.0
3036811357764,4.75,economie,1,34.0
3036811368128,3.79,economie,1,34.0
3036811368081,3.79,economie,1,34.0
3036811365707,4.75,economie,1,34.0
3036811460419,2.75,combinaison,3,100.0
3229820799902,2.55,combinaison,3,100.0
3229820799896,2.55,combinaison,3,100.0
3229820799919,2.55,combinaison,3,100.0
3229820799889,2.55,combinaison,3,100.0
3229820181349,2.4,combinaison,3,100.0
3036811368203,3.79,economie,1,34.0
3038359012334,1.75,reduction,1,34.0
3263670234459,5.89,combinaison,3,100.0
3019081239770,8.43,catalogue,1,0.0
3165959308021,2.33,combinaison,3,100.0
3165959213028,2.15,combinaison,3,100.0
3165950221961,2.39,combinaison,3,100.0
3165957610010,1.79,combinaison,3,100.0
3165950258011,2.16,combinaison,3,100.0
3165950109016,2.25,combinaison,3,100.0
3165950221978,4.79,combinaison,3,100.0
3165950222159,3.55,combinaison,3,100.0
3165950222029,2.05,combinaison,3,100.0
3165950222111,4.25,combinaison,3,100.0
3165950222173,1.85,combinaison,3,100.0
3165950222180,3.75,combinaison,3,100.0
3165950222166,4.65,combinaison,3,100.0
3165950221145,2.99,combinaison,3,100.0
3165950221107,2.65,combinaison,3,100.0
3165950108019,2.25,combinaison,3,100.0
3165950110012,1.98,combinaison,3,100.0
3165950218305,2.46,combinaison,3,100.0
8710637106427,2.45,combinaison,3,100.0
3609200010733,1.29,Remise,1,34.0
3036811460372,3.1,combinaison,3,100.0
3229820802497,3.15,combinaison,3,100.0
3229820765341,2.99,combinaison,3,100.0
3229820798059,4.85,combinaison,3,100.0
3700663001150,3.96,reduction,2,68.0
3229820181387,3.21,combinaison,3,100.0
4008467054334,4.99,reduction,2,60.0
4008467054358,4.99,reduction,2,60.0
3760184013582,3.99,reduction,2,30.0
3083681134711,2.65,combinaison,3,100.0
3760184013520,4.07,reduction,2,30.0
3760184010000,5.25,reduction,2,30.0
3760184013056,5.25,reduction,2,30.0
3083681012408,3.1,combinaison,3,100.0
3282740318578,2.99,combinaison,3,100.0
3083681054286,3.25,combinaison,3,100.0
8711327397620,4.56,reduction,2,60.0
3083681012354,2.5,combinaison,3,100.0
3083681104325,1.99,combinaison,3,100.0
3083681030990,2.99,combinaison,3,100.0
3083681047967,2.98,combinaison,3,100.0
3245414091238,2.37,reduction,2,30.0
3245413161840,2.55,reduction,2,30.0
3245413162595,2.55,reduction,2,30.0
3245414091078,2.55,reduction,2,30.0
3245414091221,2.55,reduction,2,30.0
3282740318646,5.1,combinaison,3,100.0
3282740302959,2.99,combinaison,3,100.0
3165440370384,6.2,combinaison,3,100.0
3165440370407,6.2,combinaison,3,100.0
3165440302507,5.1,combinaison,3,100.0
3282740370415,6.2,combinaison,3,100.0
3282741421741,2.85,combinaison,3,100.0
8711327539303,4.56,reduction,2,60.0
3083681115970,1.95,combinaison,3,100.0
3083680836371,1.5,combinaison,3,100.0
3599741005407,3.19,combinaison,3,100.0
3760184011137,5.35,reduction,2,30.0
3760197633364,4.5,reduction,2,68.0
3599741005995,6.0,combinaison,3,100.0
3599741005193,8.35,reduction,2,60.0
8710438115413,4.4,reduction,2,60.0
8710438115383,4.4,reduction,2,60.0
8710438124941,3.75,reduction,2,68.0
8710438118032,3.75,reduction,2,68.0
8710438121797,3.75,reduction,2,68.0
8710438118063,3.75,reduction,2,68.0
3282741660201,2.99,combinaison,3,100.0
3165441660002,3.25,combinaison,3,100.0
8711327371002,4.56,reduction,2,60.0
8711327539624,4.56,reduction,2,60.0
8711327539877,4.56,reduction,2,60.0
8711327318144,6.2,reduction,2,60.0
8711327321045,6.15,reduction,2,60.0
8711327374515,4.56,reduction,2,60.0
8711327320628,6.39,reduction,2,60.0
8711327321724,5.1,reduction,2,60.0
8711327539396,4.56,reduction,2,60.0
8711327548404,5.89,reduction,2,60.0
8711327370708,4.56,reduction,2,60.0
8711327374324,4.56,reduction,2,60.0
8711327373105,4.56,reduction,2,60.0
8711327374256,4.56,reduction,2,60.0
8711327386334,4.56,reduction,2,60.0
8711327320741,6.65,reduction,2,60.0
5900130034980,2.59,reduction,1,30.0
5900130033846,2.59,reduction,1,30.0
5900130033884,3.08,reduction,1,30.0
5903021303882,2.59,reduction,1,30.0
5900130034706,2.59,reduction,1,30.0
5900130033921,3.08,reduction,1,30.0
8711327391253,3.44,combinaison,3,100.0
8711327540293,3.44,combinaison,3,100.0
8711327539716,3.44,combinaison,3,100.0
8711327537392,3.44,combinaison,3,100.0
8711327384682,3.44,combinaison,3,100.0
8717163690475,3.44,combinaison,3,100.0
5900130036298,2.59,reduction,1,30.0
8606018615797,2.71,reduction,1,34.0
8606018615759,2.71,reduction,1,34.0
8606018614288,2.71,reduction,1,34.0
8606018614585,2.71,reduction,1,34.0
8000500384718,3.89,reduction,2,60.0
8000500384664,3.89,reduction,2,60.0
5900130031118,2.59,reduction,1,30.0
5900130035055,3.08,reduction,1,30.0
5900130030630,2.59,reduction,1,30.0
5900130030982,2.59,reduction,1,30.0
5900130031194,2.59,reduction,1,30.0
5900130031279,2.59,reduction,1,30.0
3282740070490,2.99,combinaison,3,100.0
3760184013513,4.69,reduction,2,30.0
3083681115949,2.99,combinaison,3,100.0
3083680019408,2.49,combinaison,3,100.0
3083681027181,2.96,combinaison,3,100.0
3083681070354,2.8,combinaison,3,100.0
3599741006350,3.19,combinaison,3,100.0
3599741006343,2.39,combinaison,3,100.0
3599741006336,2.39,combinaison,3,100.0
3083681134681,2.65,combinaison,3,100.0
3700417302076,4.5,reduction,2,68.0
3282740070704,5.1,combinaison,3,100.0
3760197633036,4.5,reduction,2,68.0
3760197630103,4.5,reduction,2,68.0
3282740599151,3.05,combinaison,3,100.0
3760184010987,4.29,reduction,2,30.0
3450350071231,2.99,combinaison,3,100.0
3282740599557,2.99,combinaison,3,100.0
3760184010642,4.29,reduction,2,30.0
3760184013544,4.03,reduction,2,30.0
3760184013360,4.15,reduction,2,30.0
3599741006008,4.98,combinaison,3,100.0
3230890004544,5.15,reduction,2,50.0
3083681141061,3.39,combinaison,3,100.0
3083681141092,3.29,combinaison,3,100.0
3083681141030,3.15,combinaison,3,100.0
3282740301006,3.95,combinaison,3,100.0
3760197630127,4.5,reduction,2,68.0
3760197630110,4.5,reduction,2,68.0
3083681116007,3.6,combinaison,3,100.0
3083681032345,2.99,combinaison,3,100.0
3424600001392,5.99,combinaison,3,100.0
3424600001408,5.99,combinaison,3,100.0
3424600001422,5.99,combinaison,3,100.0
3424600001415,5.99,combinaison,3,100.0
3424600001446,5.99,combinaison,3,100.0
3270190026709,3.4,reduction,2,30.0
3560070693337,3.4,reduction,2,30.0
3270190202769,2.79,reduction,2,30.0
3560071013554,3.4,reduction,2,30.0
3270190026716,3.4,reduction,2,30.0
3760184013353,4.69,reduction,2,30.0
3760184013315,4.69,reduction,2,30.0
3760184013322,4.59,reduction,2,30.0
3760184013339,4.69,reduction,2,30.0
3760184013384,4.15,reduction,2,30.0
3760184013551,10.29,reduction,2,30.0
3760184013407,4.09,reduction,2,30.0
3165440301371,3.99,combinaison,3,100.0
3282740301365,4.15,combinaison,3,100.0
3282740380216,3.95,combinaison,3,100.0
3282740301334,5.99,combinaison,3,100.0
3165441660026,4.0,combinaison,3,100.0
3282740380117,4.99,combinaison,3,100.0
3083681116977,2.79,combinaison,3,100.0
3083681116908,2.79,combinaison,3,100.0
3083681117011,2.79,combinaison,3,100.0
3083681117158,2.79,combinaison,3,100.0
3083681116939,2.79,combinaison,3,100.0
3083681117042,2.99,combinaison,3,100.0
3270190026686,2.79,reduction,2,30.0
3245412064562,2.79,reduction,2,30.0
3282740210575,2.99,combinaison,3,100.0
3282740210513,2.99,combinaison,3,100.0
3083681134650,2.65,combinaison,3,100.0
3599741004653,2.99,combinaison,3,100.0
3599741004660,2.99,combinaison,3,100.0
3599741003359,3.29,combinaison,3,100.0
3599741003380,3.56,combinaison,3,100.0
3083681066838,2.99,combinaison,3,100.0
3083681066852,2.99,combinaison,3,100.0
3083681066845,2.99,combinaison,3,100.0
3760184010796,3.99,reduction,2,30.0
3165440239469,2.55,combinaison,3,100.0
3165440240618,2.55,combinaison,3,100.0
3165440240663,2.55,combinaison,3,100.0
3230890004537,5.15,reduction,2,50.0
3272460123897,5.1,reduction,2,68.0
3272460122999,5.1,reduction,2,68.0
3261570007869,5.99,economie,1,34.0
3272460124580,2.7,reduction,2,68.0
3272460124573,2.7,reduction,2,68.0
3272460122364,5.1,reduction,2,68.0
3272460122753,5.1,reduction,2,68.0
3272460123385,5.1,reduction,2,68.0
3272460121619,2.7,reduction,2,68.0
3272460123002,2.7,reduction,2,68.0
3261570007845,3.7,economie,1,34.0
3700749305882,5.65,combinaison,3,100.0
3760186970593,4.79,combinaison,3,100.0
3760186971279,4.05,combinaison,3,100.0
3760186970586,4.05,combinaison,3,100.0
3760186970562,6.15,combinaison,3,100.0
3245415704458,4.35,reduction,2,50.0
3245415713412,13.7,reduction,2,50.0
3245414948709,4.35,reduction,2,50.0
3502110009463,6.8,combinaison,3,100.0
3257971109011,3.9,combinaison,3,100.0
5010677801553,12.89,economie,1,30.0
5010677801607,12.89,economie,1,30.0
5010103931502,9.43,iRemise,1,1.3
3047100055421,8.39,iRemise,2,2.5
3011932000829,7.75,economie,1,34.0
3324020303758,2.21,reduction,2,50.0
3324020008752,3.2,reduction,2,50.0
3324020015750,3.2,reduction,2,50.0
3324020001753,3.2,reduction,2,50.0
8714800038461,5.1,reduction,2,50.0
3119789827412,4.99,reduction,2,60.0
3573470800045,3.0,reduction,2,50.0
5740700983160,6.99,reduction,2,68.0
7310070004871,2.4,reduction,2,68.0
3760135622009,2.9,reduction,2,68.0
3080216058887,5.99,reduction,2,68.0
7310070004215,2.75,reduction,2,68.0
3760135621101,7.99,reduction,2,68.0
5740700983122,1.99,reduction,2,68.0
5014379007244,8.15,reduction,2,60.0
5014379007282,4.48,reduction,2,60.0
3272460124689,2.9,combinaison,3,100.0
3272460124719,2.9,combinaison,3,100.0
5410228294085,3.43,reduction,1,30.0
5410228294115,6.23,reduction,1,30.0
5014379003482,7.99,economie,1,30.0
5010017118488,14.04,economie,1,30.0
5014379000320,7.73,economie,1,30.0
5410228213048,2.03,economie,1,30.0
5410228228455,4.42,economie,1,30.0
5010017118501,4.27,economie,1,30.0
5411551210513,5.15,reduction,2,50.0
3119780268382,13.65,reduction,2,60.0
3119789828938,3.29,reduction,2,60.0
3700693900133,2.6,combinaison,3,100.0
3700693900096,2.6,combinaison,3,100.0
3700693901789,4.59,reduction,1,34.0
3261570003458,4.15,economie,1,34.0
3261570006329,4.4,economie,1,34.0
3119780268894,15.75,economie,1,30.0
8712000050702,4.59,reduction,2,60.0
8712000052492,7.35,reduction,2,60.0
8712000050368,3.99,reduction,2,60.0
8712000057930,7.65,reduction,2,68.0
3271914230754,3.29,combinaison,3,100.0
3271912000755,2.58,combinaison,3,100.0
3271913000754,2.58,combinaison,3,100.0
5410693100447,16.14,economie,1,34.0
3272460151579,6.99,reduction,2,68.0
3261570000044,2.35,economie,1,34.0
3261570007401,3.95,economie,1,34.0
3261570008248,4.95,economie,1,34.0
3261570007883,4.65,economie,1,34.0
3261570000655,1.6,economie,1,34.0
3261570000723,1.3,economie,1,34.0
3261570004189,5.05,economie,1,34.0
3261570004523,1.95,economie,1,34.0
3261570007722,9.65,economie,1,34.0
3261570004516,1.9,economie,1,34.0
3261570007012,6.3,economie,1,34.0
3261570007739,2.15,economie,1,34.0
3261570005278,1.35,economie,1,34.0
3261570004196,2.89,economie,1,34.0
3261570006121,9.97,economie,1,34.0
3261570007005,4.99,economie,1,34.0
3261570001546,5.02,economie,1,34.0
3261570005315,1.65,economie,1,34.0
3261570002086,25.1,economie,1,34.0
723830770010,2.25,combinaison,3,100.0
723830000100,2.25,combinaison,3,100.0
5410228202608,7.64,reduction,2,60.0
5410228197089,8.99,reduction,2,60.0
5410228244028,8.99,reduction,2,60.0
5410228230441,4.65,reduction,2,60.0
5410228147213,4.95,reduction,2,60.0
5410228191551,4.95,reduction,2,60.0
5410228292357,4.95,reduction,2,60.0
5410228142119,4.95,reduction,2,60.0
5411656051479,1.65,combinaison,3,100.0
5411656051370,3.65,combinaison,3,100.0
3080216037462,2.54,reduction,1,34.0
3080216039312,4.98,reduction,1,34.0
3080216050164,2.54,reduction,1,34.0
3080216053745,2.54,reduction,1,34.0
3080216055336,3.5,reduction,2,60.0
3080216055367,3.5,reduction,2,60.0
5410693100492,15.06,economie,1,34.0
3261570007050,3.54,combinaison,3,100.0
3261570008279,3.54,combinaison,3,100.0
3080216036960,1.38,reduction,1,34.0
5410228293286,8.35,reduction,2,60.0
5410228282587,3.3,reduction,2,60.0
3573470800014,2.95,reduction,2,50.0
3347970000270,3.54,combinaison,3,100.0
3119780272747,4.55,reduction,2,60.0
3119789827498,6.29,reduction,2,60.0
3119780273911,3.49,reduction,2,60.0
3119780273904,3.59,reduction,2,60.0
5410228256649,8.99,reduction,2,60.0
5410228242000,4.95,reduction,2,60.0
3502110005014,5.35,reduction,2,50.0
8710398521712,0.94,reduction,1,34.0
8710398521682,0.94,reduction,1,34.0
8710398521743,0.94,reduction,1,34.0
8710398521774,0.94,reduction,1,34.0
7630040401357,7.75,economie,1,34.0
3124480204127,1.95,combinaison,3,100.0
5060335632357,4.32,reduction,2,50.0
8710398523952,0.94,reduction,1,34.0
3168930168881,0.94,reduction,1,34.0
3551720203358,1.15,reduction,1,30.0
5010327253848,11.01,Remise,1,15.0
5000299628034,16.2,Remise,1,20.0
5010196091008,13.62,Remise,1,20.0
3259456003005,15.0,economie,1,34.0
3259456003081,15.0,economie,1,34.0
3245390020314,2.4,reduction,2,68.0
3245390020321,2.4,reduction,2,68.0
3560071430597,3.05,reduction,2,68.0
3560071430689,3.05,reduction,2,68.0
3211201124731,7.46,reduction,1,34.0
3104760004128,5.09,iRemise,1,1.0
5010677714006,20.6,iRemise,1,1.0
3068320118451,1.28,combinaison,3,100.0
3068320118420,1.28,combinaison,3,100.0
3068320011837,2.72,combinaison,3,100.0
3068320105192,0.8,combinaison,3,100.0
3068320105222,0.96,combinaison,3,100.0
3068320110103,3.72,combinaison,3,100.0
3068320118437,1.28,combinaison,3,100.0
3068320114460,3.66,combinaison,3,100.0
7613035024038,1.76,reduction,2,50.0
7613035974692,3.0,reduction,2,50.0
7613035284784,3.75,reduction,2,50.0
7613035833319,3.54,reduction,2,50.0
3468570221602,2.52,combinaison,3,100.0
7640175744168,22.5,iRemise,1,1.0
7640175742522,23.7,iRemise,1,1.0
5010677180016,25.9,iRemise,1,1.0
7640175743284,23.99,iRemise,1,1.0
5010677710497,14.7,iRemise,1,1.0
3147690059103,15.45,economie,1,10.0
3147690060703,10.85,economie,1,10.0
3147699121689,12.94,economie,1,10.0
3147699118344,12.94,economie,1,10.0
5000291025824,26.1,Remise,1,10.0
5000291023462,26.1,Remise,1,10.0
5000281015248,19.55,Remise,1,10.0
3271471000609,2.55,reduction,2,68.0
3271471000630,2.55,reduction,2,68.0
3271471000661,3.39,reduction,2,68.0
3551720201354,1.15,reduction,1,30.0
3104760003855,5.09,iRemise,1,1.0
3104760003862,5.09,iRemise,1,1.0
3104760003886,5.09,iRemise,1,1.0
3104760003879,5.09,iRemise,1,1.0
3041311027635,5.01,Remise,1,34.0
5010103931519,9.43,iRemise,1,1.3
3560071252755,4.75,reduction,2,30.0
3560071252793,2.5,reduction,2,30.0
3560071238674,1.99,reduction,2,30.0
3163937010003,19.15,economie,1,34.0
5000281055909,16.25,iRemise,1,2.0
3377450000018,14.35,iRemise,1,2.0
3290370006079,21.24,Remise,1,15.0
3290370006055,21.24,Remise,1,15.0
3326351513998,15.99,iRemise,1,2.0
3328731030019,16.69,Remise,1,10.0
3255610017260,11.72,Remise,1,20.0
3255611153110,8.79,Remise,1,20.0
3255610041265,12.72,Remise,1,20.0
3255610045065,15.99,Remise,1,20.0
3255610048028,17.96,Remise,1,20.0
3255610045034,16.79,Remise,1,20.0
3255610035721,14.92,Remise,1,20.0
3255610043573,15.99,Remise,1,20.0
3770005053239,29.9,NULL,1,0.0
3614860000604,13.99,iRemise,1,2.0
4989501114569,32.99,iRemise,1,5.0
811538013062,26.52,iRemise,1,4.0
3267130040550,14.49,iRemise,1,2.5
3267130027933,12.49,iRemise,1,2.5
3011932000843,7.75,economie,1,34.0
3011932000805,7.75,economie,1,34.0
3092718627911,2.09,reduction,2,68.0
3092718627881,2.05,reduction,2,68.0
3092718627850,2.05,reduction,2,68.0
5449000132680,9.25,iRemise,1,1.5
5449000015532,5.01,reduction,1,30.0
3551720204874,1.15,reduction,1,30.0
3502110008343,4.2,reduction,2,60.0
3502110009371,4.2,reduction,2,60.0
3124480183927,1.67,combinaison,3,100.0
3124480002501,1.67,combinaison,3,100.0
3770002991701,6.57,reduction,1,34.0
3245415834964,3.25,reduction,2,68.0
3245415804622,3.25,reduction,2,68.0
3662312017359,2.77,reduction,1,34.0
3662312017397,2.77,reduction,1,34.0
3021891073581,4.4,reduction,2,68.0
3662312018639,2.77,reduction,1,34.0
3662312005790,9.01,reduction,1,34.0
3662312017373,2.77,reduction,1,34.0
3660989153042,14.3,reduction,2,68.0
3662312022001,5.93,reduction,1,34.0
3245415836777,3.25,reduction,2,68.0
3662312005806,9.01,reduction,1,34.0
3021891073529,4.4,reduction,2,68.0
3021891073543,4.4,reduction,2,68.0
3506707003018,6.95,economie,1,34.0
3438910867845,2.9,combinaison,3,100.0
3211203421852,2.65,reduction,1,34.0
3438910867838,2.9,combinaison,3,100.0
8410414000466,12.89,economie,1,30.0
3147690059004,14.62,Remise,1,10.0
5010106110232,19.14,Remise,1,20.0
5010496020821,40.42,Remise,1,25.0
5010496006191,23.99,Remise,1,25.0
5000267102573,28.38,iRemise,1,3.0
3163937637002,19.65,economie,1,34.0
5000299101209,19.61,Remise,1,25.0
5010327253749,15.6,Remise,1,15.0
5010327255033,13.42,Remise,1,15.0
5010327202204,23.37,Remise,1,15.0
5010327250007,11.43,Remise,1,15.0
5010327255026,13.42,Remise,1,15.0
5010103800259,15.72,reduction,2,40.0
5010196092142,17.2,Remise,1,20.0
5060045585295,17.2,Remise,1,20.0
3147690051107,18.2,economie,1,34.0
5010019637604,29.74,Remise,1,15.0
3770005053291,19.9,NULL,1,0.0
3012993059320,13.99,economie,1,34.0
4901777303553,35.99,Remise,1,10.0
4711588858490,30.99,iRemise,1,7.0
3229820762067,3.89,combinaison,3,100.0
3229820799384,3.64,combinaison,3,100.0
3229820181356,2.45,combinaison,3,100.0
3229820765334,2.59,combinaison,3,100.0
3229820790060,1.99,combinaison,3,100.0
3229820765303,7.69,combinaison,3,100.0
8008343235761,3.78,combinaison,3,100.0
5997523313258,2.82,combinaison,3,100.0
